gene	tss	aaa	length
Gm44401	136597630	136600004	2374
Gm44402	50944248	50944485	237
Gm44404	65958850	65960425	1575
Gm44410	60466940	60467429	489
Gm44411	14006006	14006354	348
Gm44412	13913154	13913447	293
Gm44414	87309734	87311842	2108
Gm44415	87115723	87117834	2111
Gm44416	87148926	87150991	2065
Gm44417	87229232	87232590	3358
Gm44418	87254727	87256732	2005
Gm44419	65127981	65128209	228
Gm44420	128625539	128626028	489
Gm44421	90455448	90456668	1220
Gm44422	102635768	102637857	2089
Gm44423	87773052	87776209	3157
Gm44424	5279655	5281480	1825
Gm44425	132951340	132951768	428
Gm44426	132974716	132975070	354
Gm44427	71141783	71143103	1320
Gm44428	145250036	145250909	873
Gm44429	102914314	102914499	185
Gm44430	88495995	88496989	994
Gm44431	126313830	126314242	412
Gm44432	4610234	4611171	937
Gm44433	77405661	77410492	4831
Gm44434	52576486	52580230	3744
Gm44435	77389283	77393401	4118
Gm44436	103592924	103594417	1493
Gm44437	77722728	77726765	4037
Gm44438	77516830	77520065	3235
Gm44439	103503213	103506804	3591
Gm44440	103582482	103584854	2372
Gm44441	103541317	103543791	2474
Gm44442	99905209	99927892	22683
Gm44443	37915807	37921439	5632
Gm44445	52537537	52540219	2682
Gm44446	14570770	14571024	254
Gm44448	134381040	134401316	20276
Gm44449	103144762	103144914	152
Gm44451	3165996	3166478	482
Gm44459	3170113	3170272	159
Gm44468	63064901	63065005	104
Gm44470	42420724	42420865	141
Gm44472	12917524	12918466	942
Gm44473	3096372	3096523	151
Gm44475	73287201	73287624	423
Gm44478	128619962	128620075	113
Gm44487	125185330	125185654	324
Gm44501	40872398	40890440	18042
Gm44502	89300608	89313899	13291
Gm44503	72866134	72923601	57467
Gm44505	12741024	12773490	32466
Gm44506	55891934	55892898	964
Gm44507	98037298	98064831	27533
Gm44508	55643762	55644918	1156
Gm44509	55623267	55624590	1323
Gm4451	38065406	38067296	1890
Gm44510	55662696	55667227	4531
Gm44511	128757248	128803278	46030
Gm44513	24017806	24018244	438
Gm44515	8970937	8982699	11762
Gm44516	9202600	9207221	4621
Gm44518	9420957	9425326	4369
Gm44519	41905719	41905840	121
Gm44520	40923019	40923820	801
Gm44521	41117074	41117290	216
Gm44523	42157024	42158758	1734
Gm44524	40831412	40831682	270
Gm44525	130763585	130776950	13365
Gm44526	130522142	130522262	120
Gm44530	83523570	83527128	3558
Gm44531	83515985	83517984	1999
Gm44532	70070663	70102970	32307
Gm44533	68909343	68909610	267
Gm44535	69229456	69232591	3135
Gm44538	42710090	42710437	347
Gm44539	42993974	42994211	237
Gm4454	38266586	38270386	3800
Gm44540	43043959	43044688	729
Gm44541	9392220	9395126	2906
Gm44542	9263097	9267410	4313
Gm44543	5417735	5418130	395
Gm44544	100530770	100533943	3173
Gm44545	100600024	100600769	745
Gm44546	131425742	131485585	59843
Gm44547	131386863	131388308	1445
Gm44549	118367240	118367816	576
Gm44550	118384366	118386423	2057
Gm44551	99374415	99374585	170
Gm44552	73147750	73148996	1246
Gm44553	73108345	73110381	2036
Gm44554	21512901	21513047	146
Gm44555	10069268	10069415	147
Gm44559	58912671	58913682	1011
Gm44560	58935800	58938914	3114
Gm44561	18494783	18495046	263
Gm44562	58908603	58909949	1346
Gm44563	18447515	18447692	177
Gm44564	18471372	18471551	179
Gm44565	18476252	18477536	1284
Gm44566	18474473	18474776	303
Gm44567	34062126	34064756	2630
Gm44570	81259857	81263914	4057
Gm44571	100030801	100031515	714
Gm44573	39191961	39194330	2369
Gm44574	123125746	123150937	25191
Gm44575	73786554	73786594	40
Gm44576	23500299	23500709	410
Gm44577	32595632	32642117	46485
Gm44578	85150505	85154339	3834
Gm44579	98083898	98118858	34960
Gm44580	3936517	3937393	876
Gm44581	3931852	3935848	3996
Gm44582	106551435	106551879	444
Gm44583	7109974	7110909	935
Gm44584	6812000	6814879	2879
Gm44585	6808850	6809456	606
Gm44586	6894037	6896773	2736
Gm44587	6903351	6905035	1684
Gm44588	119062044	119071701	9657
Gm44589	16350276	16350390	114
Gm4459	139239604	139240071	467
Gm44590	97567452	97567842	390
Gm44593	109678192	109855930	177738
Gm44594	107907101	107907507	406
Gm44596	128352466	128384438	31972
Gm44597	125016779	125028505	11726
Gm44598	19917005	19917154	149
Gm44600	29912053	29912163	110
Gm44601	94018190	94021779	3589
Gm44602	94124787	94124918	131
Gm44603	95124153	95124519	366
Gm44604	72064343	72064838	495
Gm44605	43852127	43853717	1590
Gm44607	77861358	77862447	1089
Gm44608	77062321	77063175	854
Gm44609	66643716	66644175	459
Gm44610	66265070	66268896	3826
Gm44611	108058188	108058542	354
Gm44613	17807941	17920877	112936
Gm44615	55286201	55286558	357
Gm44616	55576925	55578656	1731
Gm44617	28339868	28345096	5228
Gm44618	28328673	28381361	52688
Gm4462	20482504	20483806	1302
Gm44620	24937113	24939999	2886
Gm44621	8766924	8771308	4384
Gm44622	8785970	8805337	19367
Gm44623	130987242	130987675	433
Gm44624	130997987	131000264	2277
Gm44625	131002965	131004525	1560
Gm44626	8777111	8903647	126536
Gm44627	63598426	63599956	1530
Gm44629	91422009	91423848	1839
Gm44632	29016195	29018827	2632
Gm44633	96463076	96467513	4437
Gm44634	3106294	3106445	151
Gm44636	34981918	34982672	754
Gm44638	73760412	73760486	74
Gm44639	78927515	78930523	3008
Gm44640	26847815	26848061	246
Gm44641	26951601	26961677	10076
Gm44643	60572670	60611133	38463
Gm44644	60565298	60572658	7360
Gm44645	73071998	73073650	1652
Gm44646	44151113	44153690	2577
Gm44647	130122575	130123002	427
Gm44648	100221129	100221457	328
Gm44649	80401570	80408360	6790
Gm44650	127931532	127931725	193
Gm44651	19683126	19683497	371
Gm44652	118079718	118082571	2853
Gm44654	18400841	18401888	1047
Gm44655	18423685	18425077	1392
Gm44656	18362082	18363078	996
Gm44657	18313105	18314081	976
Gm44658	19580898	19581534	636
Gm44659	19602046	19605363	3317
Gm44660	19631259	19633723	2464
Gm44661	120335682	120339184	3502
Gm44662	30616408	30646249	29841
Gm44663	122001678	122004827	3149
Gm44664	121961223	121963008	1785
Gm44665	73609029	73609587	558
Gm44666	67535943	67536333	390
Gm44667	66918654	66921990	3336
Gm44668	67017464	67020728	3264
Gm44669	67329083	67331051	1968
Gm44672	128345903	128347000	1097
Gm44673	128322773	128323768	995
Gm44674	128330118	128331246	1128
Gm44675	91213575	91216501	2926
Gm44676	91258164	91261218	3054
Gm44677	91276480	91280218	3738
Gm44678	90989224	90991998	2774
Gm44679	91168323	91171230	2907
Gm4468	99708170	99708463	293
Gm44680	91284447	91287356	2909
Gm44681	91296919	91297760	841
Gm44682	53645690	53648303	2613
Gm44683	51869708	51870191	483
Gm44684	27374084	27377269	3185
Gm44686	73187761	73204549	16788
Gm44687	132205802	132206036	234
Gm44688	71355824	71356360	536
Gm44689	71331523	71338195	6672
Gm44690	69533727	69534108	381
Gm44691	68639152	68657921	18769
Gm44692	68368918	68376215	7297
Gm44693	5486984	5490990	4006
Gm44694	75357633	75358930	1297
Gm44695	75134609	75136239	1630
Gm44697	7125159	7126837	1678
Gm44698	19067054	19071580	4526
Gm44699	28620376	28642953	22577
Gm44700	28586552	28587908	1356
Gm44702	28508729	28509922	1193
Gm44703	125841552	125841799	247
Gm44704	88864316	88866305	1989
Gm44705	79440035	79440373	338
Gm44706	79390426	79391764	1338
Gm44707	43505510	43506837	1327
Gm44708	57425177	57427413	2236
Gm44709	28014323	28018298	3975
Gm4471	55554731	55555637	906
Gm44710	28078405	28091939	13534
Gm44711	91915231	91916494	1263
Gm44712	91853891	91854966	1075
Gm44713	111358759	111358883	124
Gm44714	11166555	11167373	818
Gm44715	92818041	92821879	3838
Gm44716	11340558	11341267	709
Gm44717	11185641	11199246	13605
Gm44718	63415622	63415980	358
Gm44719	63862938	63863086	148
Gm44720	63476726	63476985	259
Gm44721	64179173	64179644	471
Gm44722	63851837	63852272	435
Gm44723	83028350	83032349	3999
Gm44724	82976946	83018637	41691
Gm44725	72739171	72742364	3193
Gm44726	132360791	132361007	216
Gm44727	132315821	132316271	450
Gm44729	126872436	126874487	2051
Gm4473	120735062	120737793	2731
Gm44730	78505236	78508190	2954
Gm44731	43241476	43242789	1313
Gm44732	143013486	143014377	891
Gm44733	6043815	6045949	2134
Gm44734	73258696	73264373	5677
Gm44735	126538058	126539809	1751
Gm44736	73320047	73322138	2091
Gm44737	73280365	73287836	7471
Gm44738	73276449	73277183	734
Gm44739	73326628	73328053	1425
Gm44740	121436675	121438288	1613
Gm44741	62783912	62786038	2126
Gm44742	58852139	58853550	1411
Gm44743	58821277	58821662	385
Gm44744	27754157	27755262	1105
Gm44745	122062661	122065383	2722
Gm44746	122190158	122191506	1348
Gm44748	40778070	40933644	155574
Gm44749	122299514	122301141	1627
Gm44750	83847047	83849269	2222
Gm44751	87960686	87965072	4386
Gm44752	65958943	65962247	3304
Gm44753	66091346	66093998	2652
Gm44754	66214974	66215373	399
Gm44755	66609565	66611666	2101
Gm44756	43587481	43625997	38516
Gm44757	43964175	43964331	156
Gm44758	73054098	73056165	2067
Gm44759	127189588	127195072	5484
Gm44760	127256234	127257406	1172
Gm44761	9850194	9861974	11780
Gm44763	118566891	118568909	2018
Gm44764	48824593	48840041	15448
Gm44765	63933548	63934148	600
Gm44767	37970836	38032954	62118
Gm44768	71649079	71649662	583
Gm44769	71767652	71770460	2808
Gm44770	71779872	71781135	1263
Gm44771	71808069	71808694	625
Gm44773	107192157	107192713	556
Gm44775	3508039	3509494	1455
Gm44776	3710599	3710979	380
Gm44777	115933490	115937868	4378
Gm44778	129434770	129455503	20733
Gm44779	43842618	43845052	2434
Gm4478	121179081	121179563	482
Gm44780	44011988	44012712	724
Gm44781	108742094	108745811	3717
Gm44782	115652460	115652509	49
Gm44784	10773486	10775161	1675
Gm44785	10737948	10741706	3758
Gm44786	10735351	10737390	2039
Gm44787	79149412	79164719	15307
Gm44788	10115054	10169632	54578
Gm44789	10066427	10069527	3100
Gm4479	57024974	57025144	170
Gm44790	86403640	86422612	18972
Gm44792	65129342	65130969	1627
Gm44793	23811879	23816025	4146
Gm44794	65016120	65016530	410
Gm44795	65051595	65051913	318
Gm44796	23912559	23913810	1251
Gm44797	9645109	9646945	1836
Gm44798	9668153	9670562	2409
Gm44799	9708248	9709449	1201
Gm44800	9648799	9650653	1854
Gm44801	9653823	9655882	2059
Gm44802	9759171	9761086	1915
Gm44803	92248398	92248553	155
Gm44805	19405509	19415348	9839
Gm44806	37164545	37166847	2302
Gm44807	4180366	4180519	153
Gm44808	70288358	70289665	1307
Gm44809	70242638	70243630	992
Gm44811	70180970	70181197	227
Gm44812	70224582	70235499	10917
Gm44813	70221070	70224162	3092
Gm44814	43365414	43365847	433
Gm44815	78572002	78573634	1632
Gm44816	43097497	43097973	476
Gm44817	43342068	43342520	452
Gm44818	43210743	43211100	357
Gm4482	122769543	122770284	741
Gm44820	5810012	5810407	395
Gm44821	5762107	5766416	4309
Gm44822	49463950	49470338	6388
Gm44823	123909252	123916452	7200
Gm44824	126341854	126342082	228
Gm44825	22556850	22556999	149
Gm44826	83857391	83859722	2331
Gm44827	83876037	83882127	6090
Gm44828	130930320	130930425	105
Gm44829	58968379	58971571	3192
Gm44830	58942266	58942849	583
Gm44831	59277436	59280424	2988
Gm44832	44243001	44245303	2302
Gm44833	44194571	44194901	330
Gm44834	75131747	75133142	1395
Gm44835	75210362	75213542	3180
Gm44836	34750823	34751962	1139
Gm44837	34336421	34337137	716
Gm44839	40727049	40727449	400
Gm44840	111491801	111535806	44005
Gm44842	6268668	6272039	3371
Gm44843	6084867	6086262	1395
Gm44844	6487744	6488079	335
Gm44845	82883749	82884083	334
Gm44846	87768366	87771608	3242
Gm44847	87732021	87734011	1990
Gm44848	87712269	87715502	3233
Gm44849	13380521	13381004	483
Gm44850	127814788	127819960	5172
Gm44851	80054017	80056325	2308
Gm44852	58167910	58168278	368
Gm44853	57368660	57368909	249
Gm44854	126436384	126445560	9176
Gm44855	126348727	126349088	361
Gm44856	126405429	126405732	303
Gm44857	106284210	106284405	195
Gm44858	12292238	12292391	153
Gm44859	12015095	12015188	93
Gm4486	113194800	113195635	835
Gm44860	89679779	89682124	2345
Gm44861	89691905	89693124	1219
Gm44862	6745645	6746699	1054
Gm44863	6756042	6757463	1421
Gm44864	109298732	109302815	4083
Gm44865	108166052	108166582	530
Gm44866	119320034	119334983	14949
Gm44867	115880746	115882120	1374
Gm44869	4412298	4412654	356
Gm4487	113727651	113728092	441
Gm44871	18169581	18170578	997
Gm44872	29784893	29785312	419
Gm44873	29626403	29629830	3427
Gm44874	125662078	125663619	1541
Gm44876	125169948	125171289	1341
Gm44877	4629977	4633543	3566
Gm44878	4661659	4662953	1294
Gm44879	76948242	76948744	502
Gm44881	4304347	4304713	366
Gm44882	37216478	37217279	801
Gm44883	37358806	37362063	3257
Gm44886	68089121	68091470	2349
Gm44887	68248425	68248602	177
Gm44888	67982737	67985277	2540
Gm44889	68034527	68041777	7250
Gm4489	121955605	121966463	10858
Gm44891	131913585	131915807	2222
Gm44892	131923324	131923811	487
Gm44893	132021759	132025442	3683
Gm44894	54674790	54676963	2173
Gm44895	54525862	54527399	1537
Gm44896	54581526	54582297	771
Gm44897	54532867	54534207	1340
Gm44898	54925684	54927906	2222
Gm44899	80630594	80643163	12569
Gm44901	120651568	120655544	3976
Gm44902	74536012	74536816	804
Gm44903	74501017	74501146	129
Gm44907	90106460	90108092	1632
Gm44908	7281234	7281499	265
Gm44909	6880814	6880978	164
Gm4491	57349963	57353340	3377
Gm44910	7182569	7182964	395
Gm44911	7090157	7091218	1061
Gm44913	48995842	48998831	2989
Gm44914	99217328	99220047	2719
Gm44916	82364800	82366993	2193
Gm44917	82326754	82327273	519
Gm44919	81991476	81992548	1072
Gm44920	3594645	3607149	12504
Gm44921	3570730	3571030	300
Gm44922	73304145	73304234	89
Gm44923	73374600	73374684	84
Gm44924	27132561	27133794	1233
Gm44925	86768075	86770184	2109
Gm44926	87421775	87423600	1825
Gm44927	87539957	87540672	715
Gm44928	84224923	84225050	127
Gm44929	144318500	144324308	5808
Gm44930	144295850	144303745	7895
Gm44931	80252987	80253531	544
Gm44932	16490254	16490374	120
Gm44933	84085201	84088434	3233
Gm44934	98383954	98384288	334
Gm44936	58325169	58325903	734
Gm44937	58369947	58372637	2690
Gm44938	58576312	58577538	1226
Gm44939	126667628	126670211	2583
Gm44940	126771131	126772377	1246
Gm44941	86349520	86352267	2747
Gm44943	23773340	23777394	4054
Gm44945	43595673	43598317	2644
Gm44946	69994987	69995558	571
Gm44947	92939907	92973157	33250
Gm44948	69997296	69997444	148
Gm44949	79738730	79740179	1449
Gm44950	79572320	79574615	2295
Gm44951	79686453	79688476	2023
Gm44953	100460559	100461844	1285
Gm44954	29463862	29464088	226
Gm44955	10993326	10997890	4564
Gm44956	11012957	11020814	7857
Gm44957	116312194	116314910	2716
Gm44958	131268566	131269301	735
Gm44959	4772606	4772836	230
Gm44960	4862530	4862670	140
Gm44961	4871035	4871230	195
Gm44962	75070605	75070883	278
Gm44964	25991803	25992296	493
Gm44965	48570875	48596212	25337
Gm44966	119351900	119352056	156
Gm44967	80644431	80645061	630
Gm44968	80854758	80860624	5866
Gm44969	46791905	46794070	2165
Gm44970	24654342	24657666	3324
Gm44971	24383731	24384067	336
Gm44972	24429145	24429550	405
Gm44973	5018495	5036096	17601
Gm44974	79480341	79481619	1278
Gm44975	98771277	98772666	1389
Gm44976	56487749	56488009	260
Gm44977	56505180	56505599	419
Gm44978	98114337	98114653	316
Gm44979	56398022	56399033	1011
Gm44980	98086413	98086726	313
Gm44981	91688317	91690259	1942
Gm44982	131042200	131042670	470
Gm44983	4911885	4915356	3471
Gm44984	131074203	131074596	393
Gm44985	121766252	121767267	1015
Gm44986	121695306	121698134	2828
Gm44987	121580984	121588339	7355
Gm44989	130957253	130957469	216
Gm44990	132310553	132310769	216
Gm44991	83120916	83134682	13766
Gm44992	39518555	39627743	109188
Gm44993	83449630	83483807	34177
Gm44995	88987578	88995496	7918
Gm44996	89037552	89040531	2979
Gm44997	42210838	42227659	16821
Gm44998	143327083	143328850	1767
Gm44999	143663330	143664822	1492
Gm45001	51500052	51502566	2514
Gm45002	51044577	51044696	119
Gm45003	73595125	73597282	2157
Gm45004	73684380	73693486	9106
Gm45005	73404337	73404493	156
Gm45006	73447351	73448040	689
Gm45007	73355923	73356288	365
Gm45008	40470042	40470534	492
Gm4501	20023709	20024259	550
Gm45011	27925783	27928079	2296
Gm45012	98851573	98876287	24714
Gm45013	4362598	4362775	177
Gm45014	81510041	81512275	2234
Gm45015	72378602	72380446	1844
Gm45016	81439225	81444433	5208
Gm45017	114450579	114453806	3227
Gm45020	114541357	114547732	6375
Gm45021	48566544	48590184	23640
Gm45022	152504153	152506877	2724
Gm45023	106674468	106674846	378
Gm45024	108807508	108823407	15899
Gm45025	115594509	115613380	18871
Gm45026	43726174	43728474	2300
Gm45027	77090951	77091645	694
Gm45029	76477401	76538331	60930
Gm45030	76224631	76299797	75166
Gm45032	16907521	16908511	990
Gm45033	115995786	115998952	3166
Gm45034	26438008	26445288	7280
Gm45037	93010885	93030071	19186
Gm45038	93172267	93176104	3837
Gm45039	93254047	93257523	3476
Gm45040	107380121	107385653	5532
Gm45041	48446050	48449157	3107
Gm45042	10979887	10980097	210
Gm45044	10934453	10941591	7138
Gm45045	10782676	10786533	3857
Gm45047	120489928	120490236	308
Gm45048	4066454	4066882	428
Gm45049	4084157	4084747	590
Gm45051	72324012	72325441	1429
Gm45052	63611988	63617492	5504
Gm45053	72579987	72582485	2498
Gm45054	63683994	63690574	6580
Gm45056	81765514	81770180	4666
Gm45058	18721484	18722249	765
Gm45059	78427038	78428114	1076
Gm45060	58941859	58949219	7360
Gm45061	58950182	58952276	2094
Gm45062	8259450	8597480	338030
Gm45063	132439465	132439936	471
Gm45064	89201574	89217287	15713
Gm45066	70981241	70983791	2550
Gm45069	6285838	6286609	771
Gm45070	100667830	100668075	245
Gm45071	58780566	58781136	570
Gm45072	51281473	51282401	928
Gm45073	8692766	8697012	4246
Gm45074	8687966	8689205	1239
Gm45075	8662264	8665862	3598
Gm45076	8384081	8386213	2132
Gm45078	41244316	41246155	1839
Gm45079	120856582	120895075	38493
Gm45080	65840303	65840585	282
Gm45081	65728650	65729221	571
Gm45082	64165059	64165659	600
Gm45083	117555676	117589531	33855
Gm45084	117828624	117830580	1956
Gm45085	46999201	46999641	440
Gm45086	48374128	48376570	2442
Gm45088	81568691	81570098	1407
Gm45089	81822413	81824452	2039
Gm45090	81805625	81806772	1147
Gm45091	34817469	34819030	1561
Gm45092	124506832	124513641	6809
Gm45093	124666201	124668663	2462
Gm45094	34752400	34753016	616
Gm45095	34755452	34755804	352
Gm45096	34756689	34766158	9469
Gm45098	66372867	66373523	656
Gm4510	126021766	126022192	426
Gm45100	67287513	67287903	390
Gm45101	66829848	66830079	231
Gm45102	67409065	67409921	856
Gm45104	18130441	18134790	4349
Gm45105	131095236	131095632	396
Gm45110	127054641	127056042	1401
Gm45112	120228985	120234109	5124
Gm45113	120223472	120223636	164
Gm45114	19494831	19496179	1348
Gm45115	11997869	11997926	57
Gm45116	12004010	12004284	274
Gm45117	4449238	4451011	1773
Gm45118	4418596	4452845	34249
Gm45119	11841800	11841998	198
Gm4512	60797537	60798048	511
Gm45120	89614195	89614602	407
Gm45121	128192650	128195067	2417
Gm45122	43772682	43784967	12285
Gm45124	44035824	44038578	2754
Gm45125	43748784	43748934	150
Gm45126	43766916	43769225	2309
Gm45127	43756519	43759103	2584
Gm45129	91557271	91559494	2223
Gm4513	20326976	20332946	5970
Gm45130	91465375	91468762	3387
Gm45131	91713801	91716382	2581
Gm45132	98327313	98329854	2541
Gm45133	5062276	5065048	2772
Gm45134	43861493	43864142	2649
Gm45135	43630158	43643554	13396
Gm45136	43806268	43807210	942
Gm45137	120638361	120642775	4414
Gm45139	75650572	75652628	2056
Gm45140	87765843	87812777	46934
Gm45141	125995030	125996917	1887
Gm45144	88502251	88514100	11849
Gm45145	82873848	82882195	8347
Gm45146	5266083	5266303	220
Gm45147	5356485	5356856	371
Gm45148	6182974	6186560	3586
Gm45149	17531750	17533921	2171
Gm45150	17419772	17420238	466
Gm45151	116142891	116144990	2099
Gm45153	116981097	116982997	1900
Gm45155	117872515	117874586	2071
Gm45156	18227864	18228841	977
Gm45157	58204668	58205068	400
Gm45159	90536280	90589260	52980
Gm45160	8035368	8038466	3098
Gm45161	90534652	90536914	2262
Gm45162	90460752	90461369	617
Gm45163	24710526	24720162	9636
Gm45164	24843960	24849452	5492
Gm45165	24186021	24187651	1630
Gm45166	24242099	24242781	682
Gm45167	19202153	19202474	321
Gm45168	79227503	79228827	1324
Gm45169	79236396	79242361	5965
Gm45170	79251754	79253424	1670
Gm45171	40639069	40639804	735
Gm45172	40706726	40708026	1300
Gm45173	43513307	43513611	304
Gm45174	84203395	84206459	3064
Gm45175	84092039	84093759	1720
Gm45176	90781049	90785144	4095
Gm45177	90789172	90791478	2306
Gm45178	90644517	90648626	4109
Gm45179	90698207	90702543	4336
Gm4518	62087910	62088627	717
Gm45181	144716733	144720694	3961
Gm45182	90807808	90810211	2403
Gm45183	90953903	90955399	1496
Gm45184	127033594	127038564	4970
Gm45185	98790800	98791203	403
Gm45186	97303483	97303960	477
Gm45187	98553475	98557262	3787
Gm45188	98545137	98548752	3615
Gm45189	58758887	58759249	362
Gm45191	121912287	121917725	5438
Gm45192	50882845	50883127	282
Gm45193	57462106	57603015	140909
Gm45194	110801086	111150287	349201
Gm45195	43650223	43652287	2064
Gm45196	43690695	43692954	2259
Gm45197	43719279	43719429	150
Gm45198	43621676	43623712	2036
Gm45199	92355981	92357487	1506
Gm45200	92427713	92428631	918
Gm45201	92080378	92083056	2678
Gm45202	79804917	79806519	1602
Gm45203	79760552	79762382	1830
Gm45204	127411326	127412679	1353
Gm45205	127592441	127595770	3329
Gm45206	79859142	79861426	2284
Gm45207	48712185	48712329	144
Gm45208	7588484	7596769	8285
Gm45209	100387259	100387835	576
Gm45210	76347889	76349465	1576
Gm45211	75703842	75706491	2649
Gm45212	63934556	63937958	3402
Gm45213	65693350	65712019	18669
Gm45215	91571740	91572134	394
Gm45216	91499391	91509361	9970
Gm45217	91655180	91656205	1025
Gm45218	91576214	91582496	6282
Gm45219	16812116	16812580	464
Gm45220	89850486	89852994	2508
Gm45221	89835135	89837406	2271
Gm45222	89795156	89799462	4306
Gm45223	89781700	89786837	5137
Gm45224	4702064	4702477	413
Gm45225	25680927	25687885	6958
Gm45226	25509600	25509887	287
Gm45227	25649678	25649846	168
Gm45228	25574750	25575101	351
Gm45231	3724035	3726954	2919
Gm45232	108394210	108394371	161
Gm45234	124716152	124732984	16832
Gm45235	51505333	51509797	4464
Gm45236	118287768	118287996	228
Gm45237	25930634	25938778	8144
Gm45238	25933684	25944123	10439
Gm4524	25775225	25779092	3867
Gm45240	135310923	135311596	673
Gm45241	135452437	135456177	3740
Gm45242	65398242	65400370	2128
Gm45244	46924428	46926627	2199
Gm45245	46904966	46905341	375
Gm45246	98602786	98603152	366
Gm45247	98071308	98071616	308
Gm45249	65636896	65637243	347
Gm4525	104823226	104823479	253
Gm45250	26641916	26645507	3591
Gm45251	26621206	26622670	1464
Gm45252	31493936	31494332	396
Gm45253	46825143	46838925	13782
Gm45255	46766838	46767648	810
Gm45257	103380823	103384820	3997
Gm45258	103506822	103507674	852
Gm45259	50842127	50843132	1005
Gm4526	20673216	20674135	919
Gm45261	80427314	80439165	11851
Gm45262	55496094	55497556	1462
Gm45263	55412854	55414228	1374
Gm45264	55481436	55485430	3994
Gm45265	55458320	55460816	2496
Gm45266	27658868	27661040	2172
Gm45267	27649856	27660719	10863
Gm45268	13098632	13099001	369
Gm45269	34619844	34620125	281
Gm45271	15232089	15239612	7523
Gm45272	104557961	104562546	4585
Gm45273	104592177	104592457	280
Gm45274	15096212	15100770	4558
Gm45275	104560220	104560584	364
Gm45276	15094563	15095648	1085
Gm45277	104258277	104290255	31978
Gm45278	136800217	136803451	3234
Gm45279	10642838	10643228	390
Gm4528	20702149	20702699	550
Gm45280	136522670	136525221	2551
Gm45282	48543433	48559810	16377
Gm45283	11394747	11395374	627
Gm45285	78058599	78063551	4952
Gm45286	78300848	78302197	1349
Gm45288	78834589	78834739	150
Gm45289	92219647	92222223	2576
Gm4529	121760956	121761160	204
Gm45290	92255463	92259352	3889
Gm45292	92176934	92179140	2206
Gm45293	92359707	92361518	1811
Gm45294	92305916	92308017	2101
Gm45295	92397480	92398525	1045
Gm45296	101165390	101165594	204
Gm45297	99772559	99776041	3482
Gm45299	140631502	140632935	1433
Gm45301	35874625	35876660	2035
Gm45303	31982004	31990118	8114
Gm45305	26732752	26734079	1327
Gm45307	26788662	26844191	55529
Gm45309	46434170	46434970	800
Gm45310	46210875	46211149	274
Gm45311	46160875	46162204	1329
Gm45312	101606182	101606492	310
Gm45313	101629290	101629467	177
Gm45315	12531456	12531788	332
Gm45316	85862394	85862555	161
Gm45317	85849357	85849579	222
Gm45319	101502166	101502483	317
Gm45321	50271972	50402041	130069
Gm45322	50291103	50292463	1360
Gm45323	50412518	50466419	53901
Gm45324	50442942	50448579	5637
Gm45326	79677480	79680543	3063
Gm45327	10754256	10754820	564
Gm45328	138792191	138793107	916
Gm45330	49037427	49045774	8347
Gm45331	104975868	104976421	553
Gm45332	92878724	92884894	6170
Gm45334	92959753	92974587	14834
Gm45335	92899215	92915752	16537
Gm45336	93192395	93196293	3898
Gm45337	141697078	141698344	1266
Gm45338	23338960	23378831	39871
Gm45339	134876387	134878875	2488
Gm45341	50570780	50970924	400144
Gm45342	26182173	26183535	1362
Gm45343	26177385	26178212	827
Gm45344	100987334	100987674	340
Gm45345	65290886	65292042	1156
Gm45346	109501253	109506936	5683
Gm45349	34886391	34940149	53758
Gm4535	140986550	140987107	557
Gm45350	34811850	34829996	18146
Gm45351	9602807	9610893	8086
Gm45352	50135376	50169090	33714
Gm45353	123065910	123069839	3929
Gm45354	90242702	90245258	2556
Gm45355	112892151	112894544	2393
Gm45356	58152808	58180378	27570
Gm45358	58094552	58096856	2304
Gm45359	58111296	58111722	426
Gm4536	20963581	20964122	541
Gm45360	58079117	58080521	1404
Gm45363	91781892	91783185	1293
Gm45364	11940122	11940280	158
Gm45365	11891018	11891273	255
Gm45366	56469752	56470135	383
Gm45367	11954023	11954369	346
Gm45368	37789539	37817907	28368
Gm45370	27486278	27488982	2704
Gm45371	27467419	27470029	2610
Gm45374	104794619	104794754	135
Gm45375	107681071	107681350	279
Gm45378	110689313	110692023	2710
Gm45379	10450241	10450789	548
Gm45380	101439743	101440057	314
Gm45382	11188821	11188971	150
Gm45384	93449976	93450252	276
Gm45386	51590665	51590882	217
Gm45387	11686349	11687330	981
Gm45388	52533198	52552785	19587
Gm45389	52478022	52484306	6284
Gm45391	103856880	103871578	14698
Gm45392	107986843	107987056	213
Gm45393	16597256	16599886	2630
Gm45394	16801335	16802509	1174
Gm45395	10781211	10781769	558
Gm45397	137158841	137166317	7476
Gm45398	39659509	39659673	164
Gm45399	102107452	102108467	1015
Gm454	138200396	138205572	5176
Gm4540	105941980	105942408	428
Gm45400	10078673	10085598	6925
Gm45401	10089377	10090109	732
Gm45402	10060193	10060415	222
Gm45403	9652795	9653070	275
Gm45405	65363620	65364629	1009
Gm45406	78009490	78012836	3346
Gm45407	78095470	78099145	3675
Gm45408	15634723	15720425	85702
Gm45409	15962825	15963076	251
Gm4541	21187253	21201364	14111
Gm45410	13441106	13442198	1092
Gm45411	26513438	26522281	8843
Gm45412	23746651	23748925	2274
Gm45413	26552543	26556080	3537
Gm45415	7314308	7316381	2073
Gm45416	141096316	141098516	2200
Gm45417	141665393	141666150	757
