DB Class Key	Common Organism Name	NCBI Taxon ID	Symbol	EntrezGene ID	Mouse MGI ID	HGNC ID	OMIM Gene ID	Genetic Location	Genome Coordinates (mouse: GRCm39 human: GRCh38)	Nucleotide RefSeq IDs	Protein RefSeq IDs	SWISS_PROT IDs
51311501	human	9606	MIS12	79003		HGNC:24967	OMIM:609178	Chr17 p13.2	Chr17:5486285-5490816(+)	NM_001258220,NM_024039,NM_001258219,NM_001258218,NM_001258217	XP_005256854,NP_001245147,XP_054173098,NP_076944,NP_001245149,NP_001245146,XP_054173097,XP_054173096,XP_054173095,XP_047292652,XP_047292651,NP_001245148,XP_024306692,XP_016880523	Q9H081
51311502	mouse, laboratory	10090	Xylb	102448	MGI:2142985			Chr9 71.33 cM	Chr9:119186447-119222863(+)	XM_030243939,XM_030243940,NM_001199568,NM_001359699,NM_001033209	NP_001186497,NP_001346628,XP_030099799,XP_030099800,NP_001028381	Q3TNA1
51311502	human	9606	XYLB	9942		HGNC:12839	OMIM:604049	Chr3 p22.2	Chr3:38346760-38453041(+)	NM_001349180,NM_001349179,NM_001349178,NM_005108	XP_047305339,NP_001336107,NP_001336108,NP_001336109,NP_005099,XP_011532627,XP_011532629,XP_011532630,XP_011532631,XP_011532632,XP_016863085,XP_016863086,XP_024309618,XP_047305337,XP_047305338,XP_047305340,XP_054204638,XP_054204639,XP_054204640,XP_054204641,XP_054204642,XP_054204643,XP_054204644,XP_054204645,XP_054204646,XP_054204647,XP_054204648,XP_054204649	O75191
51311503	mouse, laboratory	10090	Sh3bgrl	56726	MGI:1930849			ChrX 47.92 cM	ChrX:108139013-108206073(+)	NM_019989	NP_064373	Q9JJU8
51311503	human	9606	SH3BGRL	6451		HGNC:10823	OMIM:300190	ChrX q21.1	ChrX:81202005-81298547(+)	NM_003022	XP_054183549,NP_003013,XP_011529315,XP_011529316,XP_054183548,XP_047298310	O75368
51311504	mouse, laboratory	10090	Snx15	69024	MGI:1916274			Chr19 4.34 cM	Chr19:6169429-6178334(-)	NM_026912,XM_006531831,XM_011248651	XP_011246953,XP_006531894,NP_081188	Q91WE1
51311504	human	9606	SNX15	29907		HGNC:14978	OMIM:605964	Chr11 q13.1	Chr11:65027437-65040572(+)	NM_013306,NM_147777	NP_037438,NP_680086	Q9NRS6
51311505	mouse, laboratory	10090	Tdpoz4	399675	MGI:3027904			Chr3 40.51 cM	Chr3:93703705-93704817(+)	NM_207272	NP_997155	Q6YCH2
51311505	human	9606	SPOP	8405		HGNC:11254	OMIM:602650	Chr17 q21.33	Chr17:49598884-49678201(-)	NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226	NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227	O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791
51311506	mouse, laboratory	10090	Spopfm3	383977	MGI:3644284			Chr3 40.51 cM	Chr3:94104021-94107109(+)			
51311506	human	9606	SPOP	8405		HGNC:11254	OMIM:602650	Chr17 q21.33	Chr17:49598884-49678201(-)	NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226	NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227	O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791
51311507	mouse, laboratory	10090	Tdpoz3	399674	MGI:3027903			Chr3 40.51 cM	Chr3:93733327-93734424(+)	NM_207271	NP_997154	Q717B4
51311507	human	9606	SPOP	8405		HGNC:11254	OMIM:602650	Chr17 q21.33	Chr17:49598884-49678201(-)	NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226	NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227	O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791
51311508	mouse, laboratory	10090	Tdpoz5	399676	MGI:3027905			Chr3 40.51 cM	Chr3:93867599-93868621(-)	NM_207273	NP_997156	Q6YCH1
51311508	human	9606	SPOP	8405		HGNC:11254	OMIM:602650	Chr17 q21.33	Chr17:49598884-49678201(-)	NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226	NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227	O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791
51311509	mouse, laboratory	10090	Tdpoz2	399673	MGI:3027902			Chr3 40.51 cM	Chr3:93558849-93559993(-)	NM_001007222	NP_001007223	Q717B2
51311509	human	9606	SPOP	8405		HGNC:11254	OMIM:602650	Chr17 q21.33	Chr17:49598884-49678201(-)	NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226	NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227	O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791
51311510	mouse, laboratory	10090	Tdpoz6	668325	MGI:5610824			Chr3 40.51 cM	Chr3:93599296-93600370(-)			
51311510	human	9606	SPOP	8405		HGNC:11254	OMIM:602650	Chr17 q21.33	Chr17:49598884-49678201(-)	NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226	NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227	O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791
51311511	mouse, laboratory	10090	Spopfm2	100043188	MGI:3702972			Chr3 40.51 cM	Chr3:94081719-94085500(-)	NM_001146107	NP_001139579	
51311511	human	9606	SPOP	8405		HGNC:11254	OMIM:602650	Chr17 q21.33	Chr17:49598884-49678201(-)	NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226,NM_001007227,NM_001007228,NM_001007229,NM_001007230,NM_001370730,NM_001370731,NM_001370732,NM_003563,NM_001007226	NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227,NP_003554,XP_024306763,XP_054173491,NP_001357661,NP_001357660,NP_001357659,NP_001007231,NP_001007230,NP_001007229,NP_001007228,NP_001007227	O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791,O43791
51311512	mouse, laboratory	10090	Tdpoz9	668359	MGI:3702970			Chr3 40.51 cM	Chr3:93955288-93962192(-)	NM_001163730	NP_001157202	P0DMR6
